date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:12:57	70966/70966	---MCZ	200	added ('OK')	application/javascript	etag:%221d54d50d85c0c36%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://csis.fcmat.org/)
09:12:58	8545/8545	---MCZ	200	added ('OK')	application/javascript	etag:%221d54d50d85d3861%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/jquery-csv/jquery.csv.min.js	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/jquery-csv/jquery.csv.min.js	(from https://csis.fcmat.org/)
09:12:59	82411/82411	---MCZ	200	added ('OK')	application/javascript	etag:%221d54d50d85c58eb%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/js/jquery.dataTables.min.js	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/js/jquery.dataTables.min.js	(from https://csis.fcmat.org/)
09:12:59	4976/4976	---MCZ	200	added ('OK')	application/javascript	etag:%221d54d50d85d0a70%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/bootstrap-maxlength/bootstrap-maxlength.min.js	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/bootstrap-maxlength/bootstrap-maxlength.min.js	(from https://csis.fcmat.org/)
09:13:00	19213/19213	---MCZ	200	added ('OK')	application/javascript	etag:%221d54d50d85d520d%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/jqBootstrapValidation/jqBootstrapValidation.min.js	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/jqBootstrapValidation/jqBootstrapValidation.min.js	(from https://csis.fcmat.org/)
09:13:01	66606/66606	---MCZ	200	added ('OK')	application/javascript	etag:%221d54d50d85c1d2e%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/select2/js/select2.min.js	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/select2/js/select2.min.js	(from https://csis.fcmat.org/)
09:13:02	854/854	---MCZ	200	added ('OK')	application/javascript	etag:%221d54d50d85d1a56%22	https://csis.fcmat.org/CMS.CSISTheme/js/clean-blog.min.js	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/js/clean-blog.min.js	(from https://csis.fcmat.org/)
09:13:02	301/301	---MCZ	200	added ('OK')	application/javascript	etag:%221d54d50d72bed2d%22	https://csis.fcmat.org/OrchardCore.Menu/Scripts/activate-links.min.js	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/OrchardCore.Menu/Scripts/activate-links.min.js	(from https://csis.fcmat.org/)
09:13:03	729/729	---MC-	200	added ('OK')	text/javascript	date:Thu,%2026%20Sep%202019%2001:13:02%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/csis.fcmat.org/www.google.com/recaptcha/api.js	(from https://csis.fcmat.org/)
09:13:03	2664/2664	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2001:13:02%20GMT	https://use.typekit.net/kmb2vnr.css	C:/My%20Web%20Sites/csis.fcmat.org/use.typekit.net/kmb2vnr.css	(from https://csis.fcmat.org/)
09:13:04	19514/19514	---M--	200	added ('OK')	image/svg+xml	etag:%221d54d50d85d553a%22	https://csis.fcmat.org/CMS.CSISTheme/Media/global/csis-main-logo-navy.svg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/Media/global/csis-main-logo-navy.svg	(from https://csis.fcmat.org/)
09:13:05	19555/19555	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:03%20GMT	https://csis.fcmat.org/services	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/services.html	(from https://csis.fcmat.org/)
09:13:06	19507/19507	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:04%20GMT	https://csis.fcmat.org/calpads	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/calpads.html	(from https://csis.fcmat.org/)
09:13:06	17416/17416	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:05%20GMT	https://csis.fcmat.org/calpads-dates	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/calpads-dates.html	(from https://csis.fcmat.org/)
09:13:07	17782/17782	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:06%20GMT	https://csis.fcmat.org/calpads-lea-contacts	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/calpads-lea-contacts.html	(from https://csis.fcmat.org/)
09:13:08	16433/16433	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:07%20GMT	https://csis.fcmat.org/calpads-learning	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/calpads-learning.html	(from https://csis.fcmat.org/)
09:13:09	15558/15558	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:07%20GMT	https://csis.fcmat.org/calpads-recognition	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/calpads-recognition.html	(from https://csis.fcmat.org/)
09:13:10	16589/16589	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:09%20GMT	https://csis.fcmat.org/calpads-training-recognition	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/calpads-training-recognition.html	(from https://csis.fcmat.org/)
09:13:11	18527/18527	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:10%20GMT	https://csis.fcmat.org/calpads-data-management-recognition	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/calpads-data-management-recognition.html	(from https://csis.fcmat.org/)
09:13:11	18559/18559	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:10%20GMT	https://csis.fcmat.org/calpads-support	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/calpads-support.html	(from https://csis.fcmat.org/)
09:13:13	33883/33883	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:11%20GMT	https://csis.fcmat.org/contact-us	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/contact-us.html	(from https://csis.fcmat.org/)
09:13:13	15439/15439	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:12%20GMT	https://csis.fcmat.org/ListServ	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/ListServ.html	(from https://csis.fcmat.org/)
09:13:14	22254/22254	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:13%20GMT	https://csis.fcmat.org/resources	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/resources.html	(from https://csis.fcmat.org/)
09:13:15	20280/20280	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:14%20GMT	https://csis.fcmat.org/about-us	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/about-us.html	(from https://csis.fcmat.org/)
09:13:16	16022/16022	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:14%20GMT	https://csis.fcmat.org/careers	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/careers.html	(from https://csis.fcmat.org/)
09:13:16	17016/17016	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:15%20GMT	https://csis.fcmat.org/our-organization	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/our-organization.html	(from https://csis.fcmat.org/)
09:13:18	223338/223338	---M--	200	added ('OK')	image/png	etag:%221d54d59f5e1d8ea%22	https://csis.fcmat.org/media/home/ed-data-mockup.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/home/ed-data-mockup.png	(from https://csis.fcmat.org/)
09:13:18	3818/3818	---M--	200	added ('OK')	image/png	etag:%221d54d59f4b18d6a%22	https://csis.fcmat.org/media/action-bar/action-bar-icon-lea-contacts.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/action-bar/action-bar-icon-lea-contacts.png	(from https://csis.fcmat.org/)
09:13:19	7881/7881	---M--	200	added ('OK')	image/png	etag:%221d54d59f4b19d49%22	https://csis.fcmat.org/media/action-bar/action-bar-icon-contact-support.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/action-bar/action-bar-icon-contact-support.png	(from https://csis.fcmat.org/)
09:13:20	5579/5579	---M--	200	added ('OK')	image/png	etag:%221d54d59f4b1964b%22	https://csis.fcmat.org/media/action-bar/action-bar-icon-faq.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/action-bar/action-bar-icon-faq.png	(from https://csis.fcmat.org/)
09:13:21	10792/10792	---M--	200	added ('OK')	image/png	etag:%221d54d59f4b1a9a8%22	https://csis.fcmat.org/media/action-bar/action-bar-icon-recognition.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/action-bar/action-bar-icon-recognition.png	(from https://csis.fcmat.org/)
09:13:22	2727/2727	---M--	200	added ('OK')	image/png	etag:%221d54d59f4b18927%22	https://csis.fcmat.org/media/action-bar/action-bar-icon-online-training.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/action-bar/action-bar-icon-online-training.png	(from https://csis.fcmat.org/)
09:13:23	82632/82632	---M--	200	added ('OK')	image/png	etag:%221d54d59f67a05c8%22	https://csis.fcmat.org/media/illustrations/blue-people-data-01.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/illustrations/blue-people-data-01.png	(from https://csis.fcmat.org/)
09:13:24	280886/280886	---M--	200	added ('OK')	image/png	etag:%221d54d59f71794b6%22	https://csis.fcmat.org/media/home/projection-pro-mockup.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/home/projection-pro-mockup.png	(from https://csis.fcmat.org/)
09:13:24	4700/4700	---M--	200	added ('OK')	image/png	etag:%221d54d59f5e2a2dc%22	https://csis.fcmat.org/media/global/fcmat-logo-white.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/media/global/fcmat-logo-white.png	(from https://csis.fcmat.org/)
09:13:25	42119/42119	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:24%20GMT	https://csis.fcmat.org/terms-of-service	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/terms-of-service.html	(from https://csis.fcmat.org/)
09:13:26	23069/23069	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:13:24%20GMT	https://csis.fcmat.org/createuser	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/createuser.html	(from https://csis.fcmat.org/)
09:13:27	118560/118560	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d54d50d85cd620%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.eot	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:28	118560/118560	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d54d50d85cd620%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400d41d.eot	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:28	65316/65316	---M--	200	added ('OK')	font/woff2	etag:%221d54d50d85de624%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff2	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:29	76344/76344	---M--	200	added ('OK')	application/font-woff	etag:%221d54d50d85c3338%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:30	118324/118324	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d54d50d85cd734%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.ttf	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:32	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d54d50d85d8780%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.eot	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:32	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d54d50d85d8780%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400d41d.eot	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:33	14868/14868	---M--	200	added ('OK')	font/woff2	etag:%221d54d50d85d2314%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff2	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:34	648265/648265	---M--	200	added ('OK')	image/svg+xml	etag:%221d54d50d854fd49%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-brands-400.svg	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:34	18168/18168	---M--	200	added ('OK')	application/font-woff	etag:%221d54d50d85d5ff8%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:35	40348/40348	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d54d50d85d849c%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.ttf	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:36	142267/142267	---M--	200	added ('OK')	image/svg+xml	etag:%221d54d50d85f32bb%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-regular-400.svg	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:37	180720/180720	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d54d50d85fd8f0%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.eot	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:38	180720/180720	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d54d50d85fd8f0%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900d41d.eot	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:38	67400/67400	---M--	200	added ('OK')	font/woff2	etag:%221d54d50d85c1e48%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff2	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:39	86876/86876	---M--	200	added ('OK')	application/font-woff	etag:%221d54d50d85c4a5c%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:40	180500/180500	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d54d50d85fd814%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.ttf	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:41	201/201	---M--	200	added ('OK')	image/png	etag:%221d54d50d85d19c9%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_both.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_both.png	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/css/jquery.dataTables.min.css)
09:13:42	680510/680510	---M--	200	added ('OK')	image/svg+xml	etag:%221d54d50d8577b3e%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/webfonts/fa-solid-900.svg	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/@fortawesome/fontawesome-free/css/all.min.css)
09:13:42	160/160	---M--	200	added ('OK')	image/png	etag:%221d54d50d85d19a0%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_asc.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_asc.png	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/css/jquery.dataTables.min.css)
09:13:43	158/158	---M--	200	added ('OK')	image/png	etag:%221d54d50d85d199e%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_desc.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_desc.png	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/css/jquery.dataTables.min.css)
09:13:44	148/148	---M--	200	added ('OK')	image/png	etag:%221d54d50d85d1994%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_asc_disabled.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_asc_disabled.png	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/css/jquery.dataTables.min.css)
09:13:45	146/146	---M--	200	added ('OK')	image/png	etag:%221d54d50d85d1992%22	https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_desc_disabled.png	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/images/sort_desc_disabled.png	(from https://csis.fcmat.org/CMS.CSISTheme/vendor/datatables.net/css/jquery.dataTables.min.css)
09:13:47	498235/498235	---M--	200	added ('OK')	image/jpeg	etag:%221d54d50d85a833b%22	https://csis.fcmat.org/CMS.CSISTheme/Media/global/bg-404.jpg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/Media/global/bg-404.jpg	(from https://csis.fcmat.org/CMS.CSISTheme/css/clean-blog-orchard.min.css)
09:13:47	222976/222976	---M--	200	added ('OK')	image/jpeg	etag:%221d54d50d85e7e00%22	https://csis.fcmat.org/CMS.CSISTheme/Media/heroes/hero-default.jpg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/Media/heroes/hero-default.jpg	(from https://csis.fcmat.org/CMS.CSISTheme/css/clean-blog-orchard.min.css)
09:13:48	263023/263023	---M--	200	added ('OK')	image/jpeg	etag:%221d54d50d8591a6f%22	https://csis.fcmat.org/CMS.CSISTheme/Media/bottom-banners/bottom_banner-need_help.jpg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/Media/bottom-banners/bottom_banner-need_help.jpg	(from https://csis.fcmat.org/CMS.CSISTheme/css/clean-blog-orchard.min.css)
09:13:49	271593/271593	---M--	200	added ('OK')	image/jpeg	etag:%221d54d50d8593de9%22	https://csis.fcmat.org/CMS.CSISTheme/Media/bottom-banners/bottom_banner-work_with_us.jpg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/Media/bottom-banners/bottom_banner-work_with_us.jpg	(from https://csis.fcmat.org/CMS.CSISTheme/css/clean-blog-orchard.min.css)
09:13:50	265894/265894	---M--	200	added ('OK')	image/jpeg	etag:%221d54d50d85917a6%22	https://csis.fcmat.org/CMS.CSISTheme/Media/bottom-banners/bottom_banner-location_parking.jpg	C:/My%20Web%20Sites/csis.fcmat.org/csis.fcmat.org/CMS.CSISTheme/Media/bottom-banners/bottom_banner-location_parking.jpg	(from https://csis.fcmat.org/CMS.CSISTheme/css/clean-blog-orchard.min.css)
09:13:50	5/5	---M--	200	added ('OK')	text/css	etag:%225b47bca6-5%22	https://p.typekit.net/p.css?s=1&k=kmb2vnr&ht=tk&f=139.25136.36146&a=11624908&app=typekit&e=css	C:/My%20Web%20Sites/csis.fcmat.org/p.typekit.net/peb23.css	(from https://use.typekit.net/kmb2vnr.css)
